time,lat,lon,depth,chla_acs
4/28/2019,27.476956,-158.000046,6,0.080598
4/28/2019,27.480249,-158.000016,6,0.08153
4/28/2019,27.483554,-157.999924,6,0.080829
4/28/2019,27.486874,-157.999905,6,0.081299
4/28/2019,27.490205,-157.999938,6,0.083488
4/28/2019,27.493539,-157.99993,6,0.082984
4/28/2019,27.496873,-157.99989,6,0.077837
4/28/2019,27.500198,-157.999867,6,0.076613
4/28/2019,27.503542,-157.999942,6,0.076409
4/28/2019,27.506879,-157.999935,6,0.076457
4/28/2019,27.510199,-157.999895,6,0.082288
4/28/2019,27.513516,-157.999845,6,0.082435
4/28/2019,27.516827,-157.999781,6,0.082703
4/28/2019,27.520136,-157.999813,6,0.085508
4/28/2019,27.523445,-157.999849,6,0.082084
4/28/2019,27.52675,-157.99986,6,0.085658
4/28/2019,27.530045,-157.999814,6,0.079076
4/28/2019,27.533345,-157.999783,6,0.080757
4/28/2019,27.536637,-157.99984,6,0.080431
4/28/2019,27.539921,-157.999884,6,0.079769
4/28/2019,27.543197,-157.999888,6,0.076229
4/28/2019,27.546485,-157.999943,6,0.078334
4/28/2019,27.549781,-157.99998,6,0.082442
4/28/2019,27.553068,-158.000016,6,0.077953
4/28/2019,27.55634,-158.000005,6,0.078955
4/28/2019,27.559612,-158.000022,6,0.078794
4/28/2019,27.562865,-158.000043,6,0.082465
4/28/2019,27.566126,-158.000036,6,0.079585
4/28/2019,27.569378,-157.999939,6,0.078101
4/28/2019,27.572624,-157.999876,6,0.080643
4/28/2019,27.57587,-157.999932,6,0.080759
4/28/2019,27.579112,-157.999906,6,0.080201
4/28/2019,27.582343,-157.999809,6,0.074906
4/28/2019,27.585568,-157.999722,6,0.080851
4/28/2019,27.588803,-157.999644,6,0.078843
4/28/2019,27.624448,-158.000364,6,0.084234
4/28/2019,27.627697,-158.000323,6,0.080589
4/28/2019,27.630944,-158.000324,6,0.082609
4/28/2019,27.63419,-158.000311,6,0.081821
4/28/2019,27.637442,-158.000217,6,0.078904
4/28/2019,27.640709,-158.000173,6,0.07703
4/28/2019,27.643976,-158.000217,6,0.07695
4/28/2019,27.647251,-158.000234,6,0.075355
4/28/2019,27.650515,-158.000235,6,0.074851
4/28/2019,27.653785,-158.000183,6,0.07933
4/28/2019,27.657054,-158.00014,6,0.075412
4/28/2019,27.660316,-158.000082,6,0.07783
4/28/2019,27.663593,-158.000037,6,0.080236
4/28/2019,27.666853,-157.999928,6,0.074411
4/28/2019,27.670103,-157.999787,6,0.07529
4/28/2019,27.673372,-157.999778,6,0.079369
4/28/2019,27.676645,-157.999761,6,0.076618
4/28/2019,27.679918,-157.999738,6,0.074644
4/28/2019,27.683197,-157.999663,6,0.073861
4/28/2019,27.686488,-157.999578,6,0.077481
4/28/2019,27.689786,-157.999616,6,0.073387
4/28/2019,27.693073,-157.999717,6,0.076791
4/28/2019,27.696379,-157.999773,6,0.07735
4/28/2019,27.699683,-157.99981,6,0.077185
4/28/2019,27.702983,-157.999867,6,0.073164
4/28/2019,27.706283,-158.00003,6,0.073463
4/28/2019,27.709578,-157.999971,6,0.072648
4/28/2019,27.71287,-157.999905,6,0.074904
4/28/2019,27.716167,-157.999791,6,0.076463
4/28/2019,27.719456,-157.999752,6,0.07616
4/28/2019,27.722753,-157.999794,6,0.074775
4/28/2019,27.726055,-157.999789,6,0.075704
4/28/2019,27.729374,-157.999721,6,0.077511
4/28/2019,27.7327,-157.999679,6,0.072114
4/28/2019,27.736018,-157.999623,6,0.072173
4/28/2019,27.739324,-157.999579,6,0.073656
4/28/2019,27.742628,-157.99961,6,0.07691
4/28/2019,27.745923,-157.99968,6,0.077354
4/28/2019,27.749208,-157.999753,6,0.074059
4/28/2019,27.752481,-157.999808,6,0.078223
4/28/2019,27.755751,-157.999824,6,0.077693
4/28/2019,27.759012,-157.999951,6,0.078804
4/28/2019,27.762282,-158.000028,6,0.08215
4/28/2019,27.765555,-158.000091,6,0.079904
4/28/2019,27.768828,-158.000129,6,0.079277
4/28/2019,27.772109,-158.000106,6,0.080263
4/28/2019,27.775378,-158.000042,6,0.082507
4/28/2019,27.778651,-158.000048,6,0.077186
4/28/2019,27.781911,-158.000071,6,0.077195
4/28/2019,27.785173,-158.000081,6,0.08162
4/28/2019,27.820834,-157.999938,6,0.076162
4/28/2019,27.824067,-157.999908,6,0.081076
4/28/2019,27.827289,-157.999932,6,0.081018
4/28/2019,27.830511,-158.00003,6,0.078127
4/28/2019,27.833732,-158.000099,6,0.081882
4/28/2019,27.836961,-158.000124,6,0.081904
4/28/2019,27.840198,-158.000011,6,0.081869
4/28/2019,27.843416,-157.999894,6,0.083541
4/28/2019,27.846616,-157.999757,6,0.077807
4/28/2019,27.849816,-157.999624,6,0.080287
4/28/2019,27.853023,-157.999602,6,0.080589
4/28/2019,27.856243,-157.999553,6,0.082069
4/28/2019,27.859459,-157.999441,6,0.082088
4/28/2019,27.862682,-157.999367,6,0.078
4/28/2019,27.865897,-157.999343,6,0.081305
4/28/2019,27.869094,-157.999286,6,0.081702
4/28/2019,27.872266,-157.999158,6,0.081689
4/28/2019,27.875449,-157.999169,6,0.082008
4/28/2019,27.878657,-157.999121,6,0.081767
4/28/2019,27.881873,-157.999082,6,0.081721
4/28/2019,27.885081,-157.99914,6,0.083719
4/28/2019,27.888297,-157.999345,6,0.079404
4/28/2019,27.891534,-157.999534,6,0.078961
4/28/2019,27.894755,-157.999645,6,0.079117
4/28/2019,27.898001,-157.999771,6,0.079137
4/28/2019,27.901257,-157.999879,6,0.082775
4/28/2019,27.904501,-158.000074,6,0.077381
4/28/2019,27.907734,-158.000259,6,0.077236
4/28/2019,27.910964,-158.000316,6,0.076883
4/28/2019,27.914199,-158.000337,6,0.07792
4/28/2019,27.917438,-158.000359,6,0.077139
4/28/2019,27.920689,-158.000354,6,0.072659
4/28/2019,27.923936,-158.000285,6,0.073092
4/28/2019,27.927179,-158.00025,6,0.074062
4/28/2019,27.930444,-158.00024,6,0.073736
4/28/2019,27.933717,-158.000304,6,0.075475
4/28/2019,27.937005,-158.000293,6,0.071175
4/28/2019,27.940296,-158.000279,6,0.072092
4/28/2019,27.943568,-158.000249,6,0.071712
4/28/2019,27.946841,-158.000215,6,0.073268
4/28/2019,27.950115,-158.000212,6,0.076267
4/28/2019,27.953401,-158.000232,6,0.077801
4/28/2019,27.956703,-158.000261,6,0.077399
4/28/2019,27.960002,-158.000255,6,0.073601
4/28/2019,27.963307,-158.000347,6,0.069205
4/28/2019,27.966622,-158.000412,6,0.068817
