mass_feature,fc_hNH4,fc_h,mean_overall,ave_control,ave_hNH4,ave_h,n_control,n_hNH4,n_h,RT,mz,MS2,add_annotation,high_homarine_compound,low_homarine_compound,high_homarine_NH4_compound,low_homarine_NH4_compound,high_both_compound,low_both_compounds
HILICNeg_58,0.8668223252760973,0.8800276432290212,580736519.8338385,634257269.0454059,549788360.777206,558163929.6789037,3,3,3,4.732,134.04611,51.68493:7455 51.79963:6324 52.99458:7223 54.95824:7338 58.37181:6793 59.33075:7561 60.12006:7222 65.01335:58191 65.97483:7278 68.02433:43737 72.72107:7101 75.48124:7622 80.02428:28946 80.96421:9590 92.02432:590201 107.03527:2179792 109.04078:7677 113.75312:9163 120.96758:6853 121.04894:8467 134.0463:3691300,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_7,89.80820394089895,89.77292488343966,996976.672873132,16562.80497354096,1487475.766897102,1486891.4467487533,1,3,3,11.827,98.06001,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_70,0.35124074661129673,0.025313140880123992,740787.8860405497,1614440,567057.1109591419,40866.54716250738,3,3,3,9.438,140.6333,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_73,0.3258700460674831,0.007331081656873176,791218.4234781356,1780417.9887591333,580184.8920163143,13052.389658959115,3,3,2,9.446,141.50032,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_74,0.38579533458492826,0.1367761271507818,93111462.39028996,183462250.66666666,70778880.37965064,25093256.1245526,3,3,3,9.57,142.04988,50.49536:7611 57.51929:6453 68.5017:7087 73.32371:7237 108.33372:7280 116.80191:8801 142.05011:107615 142.06889:7065,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_75,45.977464761305804,53.53126129047978,14875307.322679073,444000.47360111197,20414016.128998213,23767905.365437895,3,3,3,10.781,142.05016,52.79665:7076 56.8235:7914 58.62872:8939 69.71294:7010 72.55456:6759 78.9669:6809 98.06005:32580 102.50553:7180 109.26369:7054 112.2522:7821 142.05:20524,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_77,1.0175178909987892,74.66784827608335,66120525.51739812,2586694,2632007.4235392218,193142875.12865514,3,3,3,9.857,142.06952,55.82109:6494 76.62087:6505 93.14487:6500 95.5034:6037 142.06334:34731 142.06938:457794,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_8,197.78398213455634,220.37181979805536,3288556.7033626274,23537,4655241.587501053,5186891.522586829,2,3,3,10.897,98.06005,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_83,1.155201807473687,0.16604326011108106,1472781.2388855717,1903436.9866228546,2198853.8473589895,316052.88267487095,3,3,3,11.405,145.5891,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_86,0.7886350879425158,0.054703096481749335,4359485.42096217,7094984.725752502,5595353.903144631,388117.63398937695,3,3,3,7.11,146.045,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_87,3.9294133246533782,3.400634908065687,3983497.7099007387,1434624.721950905,5637233.4983110335,4878634.909440277,3,3,3,11.406,146.07651,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_88,1.1092088587912055,0.17556506335880642,1446752.929887588,1899644.751537826,2107102.786961975,333511.25116296246,3,3,3,11.417,146.50258,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_90,1.3595942398665828,0.30628897255742743,596512.5785085747,671273.8679570849,912660.0842474137,205603.78332122572,3,3,3,11.034,148.99005,NA,[M-H]-,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
HILICNeg_92,0.5903154845554142,1.1081202569601092,32377217.82336961,35995540.666666664,21248725.03047745,39887387.77296472,3,3,3,8.522,151.02528,50.31604:6960 57.49166:6986 59.83306:7391 94.78014:6485 108.01932:336758 126.03011:14157 126.70913:7296 136.01576:7798 146.77295:8211,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_93,0.48003516990883804,0.5753151315082796,740405.0770531658,1080699.1049788543,518773.5784788535,621742.5477017896,3,3,3,12.855,152.98541,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
